SiteID,FxiletID,Name,Criticality,RelevantComputerCount
1,5012170087,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170087 (x64),Important,18
1,5012170088,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170088 (x64),Critical,16
1,5012170089,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170089 (x64),Critical,62
1,5012170090,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170090 (x64),Important,42
1,5012170091,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170091 (x64),Moderate,28
1,5012170092,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170092 (x64),Critical,26
1,5012170093,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170093 (x64),Critical,62
1,5012170094,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170094 (x64),Low,83
1,5012170095,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170095 (x64),Low,66
1,5012170096,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170096 (x64),Important,92
1,5012170097,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170097 (x64),Low,63
1,5012170098,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170098 (x64),Critical,41
1,5012170099,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170099 (x64),Low,34
1,5012170100,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170100 (x64),Important,47
1,5012170101,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170101 (x64),Low,21
1,5012170102,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170102 (x64),Moderate,23
1,5012170103,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170103 (x64),Low,25
1,5012170104,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170104 (x64),Low,67
1,5012170105,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170105 (x64),Important,50
1,5012170106,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170106 (x64),Moderate,50
1,5012170107,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170107 (x64),Important,65
1,5012170108,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170108 (x64),Moderate,19
1,5012170109,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170109 (x64),Important,30
1,5012170110,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170110 (x64),Important,78
1,5012170111,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170111 (x64),Moderate,75
1,5012170112,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170112 (x64),Low,94
1,5012170113,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170113 (x64),Critical,37
1,5012170114,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170114 (x64),Critical,90
1,5012170115,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170115 (x64),Moderate,1
1,5012170116,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170116 (x64),Low,13
1,5012170117,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170117 (x64),Important,27
1,5012170118,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170118 (x64),Important,9
1,5012170119,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170119 (x64),Low,65
1,5012170120,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170120 (x64),Moderate,96
1,5012170121,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170121 (x64),Important,6
1,5012170122,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170122 (x64),Important,58
1,5012170123,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170123 (x64),Low,78
1,5012170124,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170124 (x64),Moderate,11
1,5012170125,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170125 (x64),Moderate,72
1,5012170126,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170126 (x64),Important,64
1,5012170127,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170127 (x64),Important,96
1,5012170128,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170128 (x64),Important,59
1,5012170129,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170129 (x64),Important,38
1,5012170130,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170130 (x64),Moderate,96
1,5012170131,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170131 (x64),Important,43
1,5012170132,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170132 (x64),Important,56
1,5012170133,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170133 (x64),Moderate,64
1,5012170134,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170134 (x64),Critical,47
1,5012170135,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170135 (x64),Low,16
1,5012170136,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170136 (x64),Important,42
1,5012170137,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170137 (x64),Important,11
1,5012170138,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170138 (x64),Low,64
1,5012170139,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170139 (x64),Critical,56
1,5012170140,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170140 (x64),Critical,63
1,5012170141,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170141 (x64),Critical,29
1,5012170142,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170142 (x64),Critical,29
1,5012170143,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170143 (x64),Low,14
1,5012170144,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170144 (x64),Important,2
1,5012170145,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170145 (x64),Critical,99
1,5012170146,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170146 (x64),Important,35
1,5012170147,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170147 (x64),Important,61
1,5012170148,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170148 (x64),Moderate,10
1,5012170149,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170149 (x64),Moderate,95
1,5012170150,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170150 (x64),Important,70
1,5012170151,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170151 (x64),Moderate,5
1,5012170152,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170152 (x64),Moderate,69
1,5012170153,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170153 (x64),Moderate,79
1,5012170154,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170154 (x64),Moderate,93
1,5012170155,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170155 (x64),Critical,51
1,5012170156,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170156 (x64),Moderate,80
1,5012170157,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170157 (x64),Moderate,86
1,5012170158,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170158 (x64),Low,30
1,5012170159,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170159 (x64),Low,26
1,5012170160,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170160 (x64),Critical,95
1,5012170161,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170161 (x64),Critical,6
1,5012170162,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170162 (x64),Critical,79
1,5012170163,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170163 (x64),Low,58
1,5012170164,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170164 (x64),Low,74
1,5012170165,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170165 (x64),Low,96
1,5012170166,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170166 (x64),Critical,25
1,5012170167,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170167 (x64),Low,81
1,5012170168,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170168 (x64),Low,95
1,5012170169,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170169 (x64),Important,95
1,5012170170,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170170 (x64),Low,26
1,5012170171,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170171 (x64),Low,83
1,5012170172,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170172 (x64),Moderate,16
1,5012170173,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170173 (x64),Moderate,72
1,5012170174,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170174 (x64),Important,49
1,5012170175,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170175 (x64),Critical,28
1,5012170176,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170176 (x64),Moderate,25
1,5012170177,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170177 (x64),Low,88
1,5012170178,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170178 (x64),Important,51
1,5012170179,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170179 (x64),Critical,52
1,5012170180,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170180 (x64),Low,31
1,5012170181,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170181 (x64),Low,43
1,5012170182,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170182 (x64),Important,78
1,5012170183,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170183 (x64),Moderate,50
1,5012170184,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170184 (x64),Important,95
1,5012170185,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170185 (x64),Low,92
1,5012170186,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170186 (x64),Low,88
1,5012170187,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170187 (x64),Important,61
1,5012170188,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170188 (x64),Important,33
1,5012170189,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170189 (x64),Critical,12
1,5012170190,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170190 (x64),Moderate,36
1,5012170191,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170191 (x64),Critical,46
1,5012170192,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170192 (x64),Moderate,95
1,5012170193,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170193 (x64),Important,48
1,5012170194,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170194 (x64),Critical,47
1,5012170195,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170195 (x64),Moderate,82
1,5012170196,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170196 (x64),Important,30
1,5012170197,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170197 (x64),Critical,33
1,5012170198,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170198 (x64),Low,20
1,5012170199,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170199 (x64),Low,41
1,5012170200,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170200 (x64),Low,53
1,5012170201,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170201 (x64),Moderate,40
1,5012170202,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170202 (x64),Important,48
1,5012170203,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170203 (x64),Important,98
1,5012170204,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170204 (x64),Low,47
1,5012170205,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170205 (x64),Low,65
1,5012170206,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170206 (x64),Important,26
1,5012170207,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170207 (x64),Low,79
1,5012170208,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170208 (x64),Moderate,7
1,5012170209,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170209 (x64),Moderate,3
1,5012170210,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170210 (x64),Low,64
1,5012170211,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170211 (x64),Critical,95
1,5012170212,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170212 (x64),Important,25
1,5012170213,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170213 (x64),Low,44
1,5012170214,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170214 (x64),Critical,80
1,5012170215,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170215 (x64),Moderate,55
1,5012170216,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170216 (x64),Low,85
1,5012170217,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170217 (x64),Moderate,96
1,5012170218,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170218 (x64),Moderate,56
1,5012170219,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170219 (x64),Low,21
1,5012170220,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170220 (x64),Moderate,72
1,5012170221,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170221 (x64),Critical,59
1,5012170222,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170222 (x64),Low,34
1,5012170223,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170223 (x64),Low,34
1,5012170224,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170224 (x64),Important,37
1,5012170225,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170225 (x64),Low,8
1,5012170226,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170226 (x64),Moderate,19
1,5012170227,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170227 (x64),Critical,100
1,5012170228,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170228 (x64),Low,97
1,5012170229,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170229 (x64),Important,49
1,5012170230,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170230 (x64),Low,73
1,5012170231,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170231 (x64),Moderate,92
1,5012170232,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170232 (x64),Important,58
1,5012170233,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170233 (x64),Critical,39
1,5012170234,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170234 (x64),Moderate,99
1,5012170235,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170235 (x64),Low,47
1,5012170236,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170236 (x64),Moderate,24
1,5012170237,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170237 (x64),Important,33
1,5012170238,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170238 (x64),Low,78
1,5012170239,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170239 (x64),Important,38
1,5012170240,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170240 (x64),Important,27
1,5012170241,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170241 (x64),Low,80
1,5012170242,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170242 (x64),Low,14
1,5012170243,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170243 (x64),Important,55
1,5012170244,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170244 (x64),Critical,9
1,5012170245,MS22-AUG: Security Update for Windows Server 2022 - Windows Server 2022 - KB5012170245 (x64),Moderate,88
